Simulation 1: t, X
2, 0.89, 0.7457759093167478
2, 0.9, 0.7319146529824665
2, 0.91, 0.7730137727830172
2, 0.92, 0.8124645869477736
2, 0.93, 0.8270029447772597
2, 0.9400000000000001, 0.852443779302634
2, 0.9500000000000001, 0.8185910823668318
2, 0.96, 0.7887641291974836
2, 0.97, 0.807888943095939
2, 0.98, 0.8167285896752967
2, 0.99, 0.803733711843425
2, 1.0, 0.7583768537522764

Simulation 3: t, X
3, 0.0, 1.0
3, 0.01, 0.9775943271826563
3, 0.02, 1.0573465254425283
3, 0.03, 1.0540315917746192
3, 0.04, 0.9876845279007986
3, 0.05, 0.9672142812949751
3, 0.06, 0.9988805732116007
3, 0.07, 0.9401687979637204
3, 0.08, 0.9161902553065455
3, 0.09, 0.8992060938658308
3, 0.1, 0.825424588702858
3, 0.11, 0.8118438810567711
3, 0.12, 0.7527354250761611
3, 0.13, 0.8305090568444998
3, 0.14, 0.8293160349322614
3, 0.15, 0.866038405364263
3, 0.16, 0.8127817382724422
3, 0.17, 0.8438197421659737
3, 0.18, 0.8237966612145525
3, 0.19, 0.8834014240463931
3, 0.2, 0.8580119405982666
3, 0.21, 0.8684075171101152
3, 0.22, 0.9198835861587185
3, 0.23, 0.9291237301055367
3, 0.24, 0.8310896548911342
3, 0.25, 0.8749585123199056
3, 0.26, 0.9476385671396914
3, 0.27, 0.977438267420507
3, 0.28, 0.9546830466512246
3, 0.29, 1.0226788555785558
3, 0.3, 0.9838270711931455
3, 0.31, 0.9742440509745242
3, 0.32, 0.8966523648490241
3, 0.33, 0.8854603510282227
3, 0.34, 0.8806816594220962
3, 0.35000000000000003, 0.8646033476758357
3, 0.36, 0.8729554815833913
3, 0.37, 0.8227324700822883
3, 0.38, 0.880297854965242
3, 0.39, 0.8999037263001964
3, 0.4, 0.9015080041064428
3, 0.41000000000000003, 0.8898808153560178
3, 0.42, 0.9023903983559128
3, 0.43, 0.926191607605011
3, 0.44, 0.9322534877732955
3, 0.45, 0.9795992283178423
3, 0.46, 0.9209866237228863
3, 0.47000000000000003, 0.849147141102857
3, 0.48, 0.8142087467774163
3, 0.49, 0.7934167228913872
3, 0.5, 0.772018595642373
3, 0.51, 0.8120635724141028
3, 0.52, 0.8141633017755515
3, 0.53, 0.8736295638028211
3, 0.54, 0.9095298055868538
3, 0.55, 0.9115117249346172
3, 0.56, 0.8829314196629153
3, 0.5700000000000001, 0.9349168194061568
3, 0.58, 0.9601241870666427
3, 0.59, 0.9033454608721985
3, 0.6, 0.9212107558723411
3, 0.61, 0.8693798478477697
3, 0.62, 0.7610053591527547
3, 0.63, 0.8026987283523237
3, 0.64, 0.7793527461579688
3, 0.65, 0.8134435406748227
3, 0.66, 0.8008855780938653
3, 0.67, 0.7648637772738897
3, 0.68, 0.7721921298280302
3, 0.6900000000000001, 0.7306699458162058
3, 0.7000000000000001, 0.7785723364776858
3, 0.71, 0.7558727590231946
3, 0.72, 0.7712802836268849
3, 0.73, 0.7746603873233827
3, 0.74, 0.7564401466679721
3, 0.75, 0.7853655513941156
3, 0.76, 0.8332715578550772
3, 0.77, 0.8070916576620897
3, 0.78, 0.8156561260521131
3, 0.79, 0.7941111879206374
3, 0.8, 0.8027260171401697
3, 0.81, 0.7492273432157162
3, 0.8200000000000001, 0.793954262019424
3, 0.8300000000000001, 0.8425510909858762
3, 0.84, 0.8752281723073593
3, 0.85, 0.8031824236060875
3, 0.86, 0.7391249017629186
3, 0.87, 0.7367588216984524
3, 0.88, 0.7980123252474108
3, 0.89, 0.8751414089495079
3, 0.9, 0.859532449359063
3, 0.91, 0.9084354678084884
3, 0.92, 1.0190412331365395
3, 0.93, 1.0219863273983938
3, 0.9400000000000001, 1.0303701900373234
3, 0.9500000000000001, 1.0914426942111566
3, 0.96, 1.0604977428868128
3, 0.97, 1.094878135732081
3, 0.98, 1.1518436875083196
3, 0.99, 1.06283672865297
3, 1.0, 1.1149680950972112

Simulation 4: t, X
4, 0.0, 1.0
4, 0.01, 1.031486909702198
4, 0.02, 1.082432742652822
4, 0.03, 1.070183640128454
4, 0.04, 1.0807862490596623
4, 0.05, 1.115726529202849
4, 0.06, 1.1700496007407741
4, 0.07, 1.1251242924558515
4, 0.08, 1.1074936316630328
4, 0.09, 1.1025853203671343
4, 0.1, 1.1398294053145068
4, 0.11, 1.1395983053212648
4, 0.12, 1.226432742467481
4, 0.13, 1.1780995374996657
4, 0.14, 1.2171342412221247
4, 0.15, 1.2676105679545118
4, 0.16, 1.330821116891819
4, 0.17, 1.24635927792235
4, 0.18, 1.205079136158363
4, 0.19, 1.191054814837451
4, 0.2, 1.2157342298740734
4, 0.21, 1.3179438222992605
4, 0.22, 1.2710823134099094
4, 0.23, 1.3607131713691722
4, 0.24, 1.4254610084028976
4, 0.25, 1.3369038016936559
4, 0.26, 1.315872631607729
4, 0.27, 1.3649464009974213
4, 0.28, 1.4329598035779638
4, 0.29, 1.5036028681957014
4, 0.3, 1.459850608974099
4, 0.31, 1.4351605079551124
4, 0.32, 1.429179644887645
4, 0.33, 1.452662377516128
4, 0.34, 1.3407358373213303
4, 0.35000000000000003, 1.2756351205538659
4, 0.36, 1.295880596596323
4, 0.37, 1.2238975630086897
4, 0.38, 1.3154050903512138
4, 0.39, 1.3794433254599086
4, 0.4, 1.4391691962997453
4, 0.41000000000000003, 1.4268469816161695
4, 0.42, 1.3230879423844508
4, 0.43, 1.3939099318127346
4, 0.44, 1.3242516771780888
4, 0.45, 1.3504142619212414
4, 0.46, 1.3339885742684068
4, 0.47000000000000003, 1.3207233188419523
4, 0.48, 1.279784863959646
4, 0.49, 1.3254852577751222
4, 0.5, 1.3767203743458336
4, 0.51, 1.3473703362643028
4, 0.52, 1.2563947722014293
4, 0.53, 1.2355541028108843
4, 0.54, 1.3126828900394794
4, 0.55, 1.3614301765632484
4, 0.56, 1.3610594868419463
4, 0.5700000000000001, 1.3294039020238198
4, 0.58, 1.3578406687770126
4, 0.59, 1.4065140472271986
4, 0.6, 1.3484319514167662
4, 0.61, 1.4717080909027485
4, 0.62, 1.4087692042645354
4, 0.63, 1.4878047043455327
4, 0.64, 1.3447560618163048
4, 0.65, 1.4198971631258086
4, 0.66, 1.4120373778954858
4, 0.67, 1.347840858035805
4, 0.68, 1.30808966113338
4, 0.6900000000000001, 1.2528912442188285
4, 0.7000000000000001, 1.1371432109306439
4, 0.71, 1.069961816550957
4, 0.72, 1.0534508748095095
4, 0.73, 1.1291437016738977
4, 0.74, 1.1357256805674012
4, 0.75, 1.2560101728330135
4, 0.76, 1.23630658126146
4, 0.77, 1.1233133722741884
4, 0.78, 1.128724036904774
4, 0.79, 1.1050387753896367
4, 0.8, 1.1491800801582184
4, 0.81, 1.1254960422519238
4, 0.8200000000000001, 1.022788751676996
4, 0.8300000000000001, 1.0456350238731127
4, 0.84, 1.0127116930340907
4, 0.85, 1.0631730579911371
4, 0.86, 1.1151129108822577
4, 0.87, 1.1476322226417286
4, 0.88, 1.1695304713219117
4, 0.89, 1.1104837424720089
4, 0.9, 1.0420277919948147
4, 0.91, 1.031783632860653
4, 0.92, 0.9997087358809903
4, 0.93, 1.0260047615933077
4, 0.9400000000000001, 0.9891241229082504
4, 0.9500000000000001, 0.8977495744030235
4, 0.96, 0.9287978879842657
4, 0.97, 0.8902747852397722
4, 0.98, 0.9401203094601535
4, 0.99, 0.9158241610535753
4, 1.0, 0.8451440154046571

Simulation 5: t, X
5, 0.0, 1.0
5, 0.01, 0.9333032574329831
5, 0.02, 1.0123692919119174
5, 0.03, 1.0396693794185843
5, 0.04, 1.0977598039657548
5, 0.05, 1.0797964404783886
5, 0.06, 1.170118685542298
5, 0.07, 1.182313289954363
5, 0.08, 1.3003073058355623
5, 0.09, 1.2067978764076799
5, 0.1, 1.1462835145431478
5, 0.11, 0.9992310706940779
5, 0.12, 1.0360286934638099
5, 0.13, 1.02134247016334
5, 0.14, 0.9697562641055117
5, 0.15, 1.0134759009283791
5, 0.16, 1.0392881642466019
5, 0.17, 1.0228175553871297
5, 0.18, 1.1399496756630356
5, 0.19, 1.139594325219218
5, 0.2, 1.1129748860328805
5, 0.21, 1.166473936893096
5, 0.22, 1.1638486104485155
5, 0.23, 1.206706744935266
5, 0.24, 1.1858279380842598
5, 0.25, 1.1726594625946651
5, 0.26, 1.260418430094302
5, 0.27, 1.312248929232771
5, 0.28, 1.2839617958267062
5, 0.29, 1.2946785961205503
5, 0.3, 1.3276916058710284
5, 0.31, 1.2615719453669625
5, 0.32, 1.2803287593991097
5, 0.33, 1.3088576761587913
5, 0.34, 1.331669704510555
5, 0.35000000000000003, 1.4618700142946373
5, 0.36, 1.487598218816937
5, 0.37, 1.4873260817753058
5, 0.38, 1.567743589171857
5, 0.39, 1.463471541642692
5, 0.4, 1.4304336236409327
5, 0.41000000000000003, 1.4929312774793366
5, 0.42, 1.4737506080244962
5, 0.43, 1.3644270202499336
5, 0.44, 1.5220370582918463
5, 0.45, 1.582595652085342
5, 0.46, 1.4778078155403769
5, 0.47000000000000003, 1.5240977539849478
5, 0.48, 1.5560282298453565
5, 0.49, 1.4150907035470968
5, 0.5, 1.3325493934074308
5, 0.51, 1.4100522879813795
5, 0.52, 1.3458070875100652
5, 0.53, 1.4622586953473862
5, 0.54, 1.4596149634169926
5, 0.55, 1.5147020123711712
5, 0.56, 1.5170613459486324
5, 0.5700000000000001, 1.4532497610494959
5, 0.58, 1.498387244418047
5, 0.59, 1.4472301422830132
5, 0.6, 1.3516736807785827
5, 0.61, 1.2634037293951155
5, 0.62, 1.30014993843263
5, 0.63, 1.317793473699273
5, 0.64, 1.4084418906952185
5, 0.65, 1.3688594209260172
5, 0.66, 1.2390229157544688
5, 0.67, 1.2741810469708765
5, 0.68, 1.3267578103734061
5, 0.6900000000000001, 1.300723508568825
5, 0.7000000000000001, 1.2085466214771972
5, 0.71, 1.128149019155592
5, 0.72, 1.2042852929390993
5, 0.73, 1.1763840945465167
5, 0.74, 1.09791264490432
5, 0.75, 1.1710223297414246
5, 0.76, 1.2420706047275636
5, 0.77, 1.2694461798377754
5, 0.78, 1.1979996133807678
5, 0.79, 1.2163006550180644
5, 0.8, 1.244607758529216
5, 0.81, 1.2770802585838885
5, 0.8200000000000001, 1.2463277975699352
5, 0.8300000000000001, 1.1498343889650506
5, 0.84, 1.1263557487662743
5, 0.85, 1.0957768189087034
5, 0.86, 1.1026344523104528
5, 0.87, 1.137612912254487
5, 0.88, 1.156239616136454
5, 0.89, 1.1801958996737363
5, 0.9, 1.2140659072943942
5, 0.91, 1.1754864569809782
5, 0.92, 1.1417483175483252
5, 0.93, 1.0986380213644593
5, 0.9400000000000001, 1.1625240361340723
5, 0.9500000000000001, 1.1906184929242931
5, 0.96, 1.2443793635689764
5, 0.97, 1.2222796579000312
5, 0.98, 1.1271631765286174
5, 0.99, 1.1401172382587519
5, 1.0, 1.1580664635786002

Simulation 6: t, X
6, 0.0, 1.0
6, 0.01, 0.9492883290103402
6, 0.02, 0.9813367074946006
6, 0.03, 1.0234314576202101
6, 0.04, 1.088324706800622
6, 0.05, 1.0564731778985368
6, 0.06, 1.0828016803476241
6, 0.07, 1.1499462740663302
6, 0.08, 1.1424410757093428
6, 0.09, 1.1205068493110517
6, 0.1, 1.12147962796731
6, 0.11, 1.056022727008464
6, 0.12, 1.0724832131424804
6, 0.13, 1.0593680206680893
6, 0.14, 1.1323566650813481
6, 0.15, 1.1380092923695737
6, 0.16, 1.0493870199081705
6, 0.17, 0.9977290237400164
6, 0.18, 1.0186097737149995
6, 0.19, 1.0456068134987715
6, 0.2, 1.0178780655138313
6, 0.21, 1.0472818853522248
6, 0.22, 1.0308974665757422
6, 0.23, 1.0059622584578438
6, 0.24, 0.9962696199315972
6, 0.25, 0.9801716246716868
6, 0.26, 0.9482877966312208
6, 0.27, 0.8945272870645459
6, 0.28, 0.8379480362506861
6, 0.29, 0.8739345536079892
6, 0.3, 0.9054498509523904
6, 0.31, 0.8555556005384998
6, 0.32, 0.8790928252936117
6, 0.33, 0.8182176891066169
6, 0.34, 0.7846558122307288
6, 0.35000000000000003, 0.7929788524448892
6, 0.36, 0.8329841532497093
6, 0.37, 0.8193183549452124
6, 0.38, 0.8031037121309675
6, 0.39, 0.8833757783644667
6, 0.4, 0.8517454855345661
6, 0.41000000000000003, 0.8838609201019455
6, 0.42, 0.8776316882080863
6, 0.43, 0.8849024927080877
6, 0.44, 0.8179999534242125
6, 0.45, 0.7779132923601918
6, 0.46, 0.7609279873646544
6, 0.47000000000000003, 0.7823981892167223
6, 0.48, 0.7878016214579943
6, 0.49, 0.7614145894488559
6, 0.5, 0.7492647774162782
6, 0.51, 0.7778827182224554
6, 0.52, 0.8206918403278237
6, 0.53, 0.8363682151674828
6, 0.54, 0.7758022344060042
6, 0.55, 0.7813425882388305
6, 0.56, 0.8469641265969543
6, 0.5700000000000001, 0.9157748688419187
6, 0.58, 0.8831637080511405
6, 0.59, 0.845746020575917
6, 0.6, 0.8563420921275237
6, 0.61, 0.8676731850265352
6, 0.62, 0.8801746997241673
6, 0.63, 0.9475936934198377
6, 0.64, 0.9174240190598754
6, 0.65, 0.9043588516777415
6, 0.66, 0.8773223600840061
6, 0.67, 0.9393132134108205
6, 0.68, 0.9802752491296036
6, 0.6900000000000001, 0.9885114555078884
6, 0.7000000000000001, 0.9442502609823187
6, 0.71, 0.9527548165547912
6, 0.72, 0.9702928962310894
6, 0.73, 0.9776273431242151
6, 0.74, 1.0160957646420148
6, 0.75, 0.9756326067882607
6, 0.76, 0.9457462728362819
6, 0.77, 0.9867750377642734
6, 0.78, 1.0372396788644793
6, 0.79, 1.041581982844755
6, 0.8, 1.0672722058359434
6, 0.81, 1.0755531916914252
6, 0.8200000000000001, 1.0075166972316656
6, 0.8300000000000001, 0.9968986957678858
6, 0.84, 0.9984300210178806
6, 0.85, 0.9550433589397322
6, 0.86, 0.9218941440577412
6, 0.87, 0.8756586925257516
6, 0.88, 0.810435874001607
6, 0.89, 0.8490287944219431
6, 0.9, 0.8842731609383916
6, 0.91, 0.8807315298772469
6, 0.92, 0.904202585868311
6, 0.93, 0.8634360096751742
6, 0.9400000000000001, 0.8347309720312377
6, 0.9500000000000001, 0.8373464453246008
6, 0.96, 0.8758508587506139
6, 0.97, 0.8545755067813059
6, 0.98, 0.839604674986457
6, 0.99, 0.8172637826653001
6, 1.0, 0.8568907946085662

Simulation 7: t, X
7, 0.0, 1.0
7, 0.01, 0.9239518867052199
7, 0.02, 0.952503267433167
7, 0.03, 0.9711743472167338
7, 0.04, 0.9585032930683476
7, 0.05, 0.9298769328414289
7, 0.06, 0.9119313386611161
7, 0.07, 0.801699487194257
7, 0.08, 0.7717909780686035
7, 0.09, 0.7819276566533654
7, 0.1, 0.8070138320617328
7, 0.11, 0.8147848257276783
7, 0.12, 0.8355982923660773
7, 0.13, 0.8184980642458485
7, 0.14, 0.8487730783338983
7, 0.15, 0.8343255747470204
7, 0.16, 0.8748460203488377
7, 0.17, 0.8723360809820355
7, 0.18, 0.7858713764761485
7, 0.19, 0.7088133232943926
7, 0.2, 0.7058869577115913
7, 0.21, 0.6025710963773239
7, 0.22, 0.5174625277777274
7, 0.23, 0.5618273397204284
7, 0.24, 0.5771416229776372
7, 0.25, 0.5612473208816703
7, 0.26, 0.5613180874619067
7, 0.27, 0.5809022699446122
7, 0.28, 0.5840074122810159
7, 0.29, 0.600744338646767
7, 0.3, 0.6065124310785641
7, 0.31, 0.6285646314580946
7, 0.32, 0.5494975602829049
7, 0.33, 0.5912648957717872
7, 0.34, 0.5667486032188624
7, 0.35000000000000003, 0.5997778361945014
7, 0.36, 0.5782548915159595
7, 0.37, 0.5543565987293778
7, 0.38, 0.5554798394622915
7, 0.39, 0.5857534454920739
7, 0.4, 0.5739185295827095
7, 0.41000000000000003, 0.6058095357749594
7, 0.42, 0.6180827419570344
7, 0.43, 0.5955502232157831
7, 0.44, 0.5936357602799905
7, 0.45, 0.6142746790674966
7, 0.46, 0.6166081667485797
7, 0.47000000000000003, 0.604375421984502
7, 0.48, 0.6041616097489368
7, 0.49, 0.5582276370957804
7, 0.5, 0.5660293287805466
7, 0.51, 0.6082448811504692
7, 0.52, 0.6346986070046604
7, 0.53, 0.6339120196903565
7, 0.54, 0.6492208877980931
7, 0.55, 0.6354679180676381
7, 0.56, 0.696788703729987
7, 0.5700000000000001, 0.7419269203852467
7, 0.58, 0.8303237215673619
7, 0.59, 0.835251811113586
7, 0.6, 0.7594556847953086
7, 0.61, 0.8078690618510056
7, 0.62, 0.762073529233105
7, 0.63, 0.7848665319925134
7, 0.64, 0.7873740035888744
7, 0.65, 0.8417699188618312
7, 0.66, 0.8349230983933752
7, 0.67, 0.840971822043661
7, 0.68, 0.8053997996070721
7, 0.6900000000000001, 0.8558735706214627
7, 0.7000000000000001, 0.866871722332634
7, 0.71, 0.8469169410123407
7, 0.72, 0.8569431660948837
7, 0.73, 0.8954750255314488
7, 0.74, 0.91327033439213
7, 0.75, 0.9633157707698285
7, 0.76, 0.9124450528570232
7, 0.77, 0.9297342018680462
7, 0.78, 0.9410729670429452
7, 0.79, 0.9245668846531798
7, 0.8, 0.8894447752079805
7, 0.81, 0.8873713895164616
7, 0.8200000000000001, 0.8865353899823563
7, 0.8300000000000001, 0.9219355963544007
7, 0.84, 0.967921352022489
7, 0.85, 1.0353171900839064
7, 0.86, 1.1052870797529435
7, 0.87, 1.0858190200862894
7, 0.88, 1.192963651187015
7, 0.89, 1.2006298344126953
7, 0.9, 1.223291823083635
7, 0.91, 1.1869067123165025
7, 0.92, 1.1915910197760482
7, 0.93, 1.0877617476070889
7, 0.9400000000000001, 1.2239968627252822
7, 0.9500000000000001, 1.0915774453608496
7, 0.96, 1.0402923426051691
7, 0.97, 1.0392115816315861
7, 0.98, 0.9859612411463218
7, 0.99, 0.9101477890558756
7, 1.0, 0.9396767936610749

Simulation 8: t, X
8, 0.0, 1.0
8, 0.01, 0.9918462272607839
8, 0.02, 0.9762291322190251
8, 0.03, 1.0396056787325831
8, 0.04, 0.9715404883284593
8, 0.05, 0.987611284612567
8, 0.06, 0.9932422450476197
8, 0.07, 0.9549273467825565
8, 0.08, 1.0057585929659671
8, 0.09, 1.026760341651225
8, 0.1, 1.0353443088100789
8, 0.11, 1.0857161887665123
8, 0.12, 1.0058486520624503
8, 0.13, 1.0612078106448035
8, 0.14, 1.0761823015068008
8, 0.15, 1.1068144297333053
8, 0.16, 1.1121787821516576
8, 0.17, 1.100600972188542
8, 0.18, 1.0831691473780494
8, 0.19, 1.097420129877368
8, 0.2, 1.0931332426195774
8, 0.21, 1.0928254443567704
8, 0.22, 1.055784838829845
8, 0.23, 1.0140418825086484
8, 0.24, 0.9473404086386814
8, 0.25, 0.978864562120121
8, 0.26, 0.9411334475291304
8, 0.27, 0.9642100614487187
8, 0.28, 0.9978786656525102
8, 0.29, 1.0051239992479226
8, 0.3, 1.0079940118168669
8, 0.31, 1.082100416139111
8, 0.32, 1.106831252482008
8, 0.33, 1.0532127454135405
8, 0.34, 1.0944850050255936
8, 0.35000000000000003, 1.1947976888390397
8, 0.36, 1.146585263362891
8, 0.37, 1.0847071553866787
8, 0.38, 1.05611682383612
8, 0.39, 1.0843745299702605
8, 0.4, 1.1430995213289137
8, 0.41000000000000003, 1.1363437231451254
8, 0.42, 1.114407579931598
8, 0.43, 1.1194940868006524
8, 0.44, 1.1316184007048504
8, 0.45, 1.0982962157294698
8, 0.46, 1.1403456665405463
8, 0.47000000000000003, 1.160678081778358
8, 0.48, 1.091140356245592
8, 0.49, 1.0337215176461156
8, 0.5, 1.0325427506447502
8, 0.51, 0.9918681936040249
8, 0.52, 1.020025194061285
8, 0.53, 0.9511303270175436
8, 0.54, 1.0571725810686026
8, 0.55, 1.0714828163063683
8, 0.56, 1.0718054503056553
8, 0.5700000000000001, 1.1382324440850216
8, 0.58, 1.0547104375399057
8, 0.59, 1.0098990675889505
8, 0.6, 0.9528000251699325
8, 0.61, 0.8851518621782242
8, 0.62, 0.9740303166035165
8, 0.63, 1.0148325044881372
8, 0.64, 1.0235955492439586
8, 0.65, 1.0383846403234294
8, 0.66, 1.0271963425445336
8, 0.67, 1.1119264140104181
8, 0.68, 1.0915840384456232
8, 0.6900000000000001, 1.0725019019274535
8, 0.7000000000000001, 1.0253640094920196
8, 0.71, 1.1659835329213228
8, 0.72, 1.107615654909706
8, 0.73, 1.0635169061078682
8, 0.74, 1.0775228792704687
8, 0.75, 1.0591892957823608
8, 0.76, 1.0763792503947762
8, 0.77, 1.0670128449350502
8, 0.78, 1.0361284022808837
8, 0.79, 0.9778003662317333
8, 0.8, 0.9520747768403347
8, 0.81, 1.0045758798168407
8, 0.8200000000000001, 0.998425729104134
8, 0.8300000000000001, 1.0257831197946063
8, 0.84, 1.018848035014092
8, 0.85, 0.9838307048494841
8, 0.86, 1.0307557806657168
8, 0.87, 1.1021706004479674
8, 0.88, 1.1356263596478033
8, 0.89, 1.1193836068601604
8, 0.9, 1.1475354491547214
8, 0.91, 1.1732754719670948
8, 0.92, 1.1242363307663836
8, 0.93, 1.1821524710043962
8, 0.9400000000000001, 1.1375965967554453
8, 0.9500000000000001, 1.0506476759206542
